organism,drug_code,week,type,mean_deviate
K. pneumoniae,CIP,5,Predicted mean MIC seasonal deviate,0.0067
K. pneumoniae,CIP,6,Actual mean MIC seasonal deviate,0.073
K. pneumoniae,CIP,6,Predicted mean MIC seasonal deviate,0.027
K. pneumoniae,CIP,7,Actual mean MIC seasonal deviate,-0.023
K. pneumoniae,CIP,7,Predicted mean MIC seasonal deviate,-0.019
K. pneumoniae,CIP,8,Actual mean MIC seasonal deviate,0.091
K. pneumoniae,CIP,8,Predicted mean MIC seasonal deviate,0.0035
K. pneumoniae,CIP,9,Actual mean MIC seasonal deviate,-0.0032
K. pneumoniae,CIP,9,Predicted mean MIC seasonal deviate,0.013
K. pneumoniae,CIP,10,Actual mean MIC seasonal deviate,-0.045
K. pneumoniae,CIP,10,Predicted mean MIC seasonal deviate,-4.5e-4
K. pneumoniae,CIP,11,Actual mean MIC seasonal deviate,0.052
K. pneumoniae,CIP,11,Predicted mean MIC seasonal deviate,0.02
K. pneumoniae,CIP,12,Actual mean MIC seasonal deviate,0.14
K. pneumoniae,CIP,12,Predicted mean MIC seasonal deviate,0.0026
K. pneumoniae,CIP,13,Actual mean MIC seasonal deviate,0.11
K. pneumoniae,CIP,13,Predicted mean MIC seasonal deviate,-0.0058
K. pneumoniae,CIP,14,Actual mean MIC seasonal deviate,0.14
K. pneumoniae,CIP,14,Predicted mean MIC seasonal deviate,0.013
K. pneumoniae,CIP,15,Actual mean MIC seasonal deviate,0.047
K. pneumoniae,CIP,15,Predicted mean MIC seasonal deviate,-0.011
K. pneumoniae,CIP,16,Actual mean MIC seasonal deviate,-0.014
K. pneumoniae,CIP,16,Predicted mean MIC seasonal deviate,0.0062
K. pneumoniae,CIP,17,Actual mean MIC seasonal deviate,0.16
K. pneumoniae,CIP,17,Predicted mean MIC seasonal deviate,0.012
K. pneumoniae,CIP,18,Actual mean MIC seasonal deviate,0.013
K. pneumoniae,CIP,18,Predicted mean MIC seasonal deviate,-0.01
K. pneumoniae,CIP,19,Actual mean MIC seasonal deviate,-0.0058
K. pneumoniae,CIP,19,Predicted mean MIC seasonal deviate,-0.0042
K. pneumoniae,CIP,20,Actual mean MIC seasonal deviate,-0.057
K. pneumoniae,CIP,20,Predicted mean MIC seasonal deviate,-0.0011
K. pneumoniae,CIP,21,Actual mean MIC seasonal deviate,-0.013
K. pneumoniae,CIP,21,Predicted mean MIC seasonal deviate,-0.0059
K. pneumoniae,CIP,22,Actual mean MIC seasonal deviate,-0.031
K. pneumoniae,CIP,22,Predicted mean MIC seasonal deviate,-5.5e-4
K. pneumoniae,CIP,23,Actual mean MIC seasonal deviate,-0.041
K. pneumoniae,CIP,23,Predicted mean MIC seasonal deviate,-2.6e-5
K. pneumoniae,CIP,24,Actual mean MIC seasonal deviate,-0.13
K. pneumoniae,CIP,24,Predicted mean MIC seasonal deviate,-0.0037
K. pneumoniae,CIP,25,Actual mean MIC seasonal deviate,0.058
K. pneumoniae,CIP,25,Predicted mean MIC seasonal deviate,-0.032
K. pneumoniae,CIP,26,Actual mean MIC seasonal deviate,-0.015
K. pneumoniae,CIP,26,Predicted mean MIC seasonal deviate,-0.012
K. pneumoniae,CIP,27,Actual mean MIC seasonal deviate,-0.04
K. pneumoniae,CIP,27,Predicted mean MIC seasonal deviate,-0.027
K. pneumoniae,CIP,28,Actual mean MIC seasonal deviate,-0.028
K. pneumoniae,CIP,28,Predicted mean MIC seasonal deviate,0.0033
K. pneumoniae,CIP,29,Actual mean MIC seasonal deviate,-0.049
K. pneumoniae,CIP,29,Predicted mean MIC seasonal deviate,-0.0075
K. pneumoniae,CIP,30,Actual mean MIC seasonal deviate,-0.079
K. pneumoniae,CIP,30,Predicted mean MIC seasonal deviate,-0.017
K. pneumoniae,CIP,31,Actual mean MIC seasonal deviate,0.025
K. pneumoniae,CIP,31,Predicted mean MIC seasonal deviate,-0.013
K. pneumoniae,CIP,32,Actual mean MIC seasonal deviate,-0.052
K. pneumoniae,CIP,32,Predicted mean MIC seasonal deviate,0.019
K. pneumoniae,CIP,33,Actual mean MIC seasonal deviate,-0.11
K. pneumoniae,CIP,33,Predicted mean MIC seasonal deviate,-0.0094
K. pneumoniae,CIP,34,Actual mean MIC seasonal deviate,-0.031
K. pneumoniae,CIP,34,Predicted mean MIC seasonal deviate,-0.01
K. pneumoniae,CIP,35,Actual mean MIC seasonal deviate,-0.11
K. pneumoniae,CIP,35,Predicted mean MIC seasonal deviate,-0.0014
K. pneumoniae,CIP,36,Actual mean MIC seasonal deviate,0.023
K. pneumoniae,CIP,36,Predicted mean MIC seasonal deviate,-0.0057
K. pneumoniae,CIP,37,Actual mean MIC seasonal deviate,-0.052
K. pneumoniae,CIP,37,Predicted mean MIC seasonal deviate,-0.026
K. pneumoniae,CIP,38,Actual mean MIC seasonal deviate,-0.031
K. pneumoniae,CIP,38,Predicted mean MIC seasonal deviate,-0.019
K. pneumoniae,CIP,39,Actual mean MIC seasonal deviate,-0.035
K. pneumoniae,CIP,39,Predicted mean MIC seasonal deviate,-0.0096
K. pneumoniae,CIP,40,Actual mean MIC seasonal deviate,0.026
K. pneumoniae,CIP,40,Predicted mean MIC seasonal deviate,-0.0062
K. pneumoniae,CIP,41,Actual mean MIC seasonal deviate,-0.046
K. pneumoniae,CIP,41,Predicted mean MIC seasonal deviate,0.011
K. pneumoniae,CIP,42,Actual mean MIC seasonal deviate,-0.12
K. pneumoniae,CIP,42,Predicted mean MIC seasonal deviate,-0.033
K. pneumoniae,CIP,43,Actual mean MIC seasonal deviate,-0.073
K. pneumoniae,CIP,43,Predicted mean MIC seasonal deviate,-0.014
K. pneumoniae,CIP,44,Actual mean MIC seasonal deviate,0.065
K. pneumoniae,CIP,44,Predicted mean MIC seasonal deviate,0.0056
K. pneumoniae,CIP,45,Actual mean MIC seasonal deviate,-0.084
K. pneumoniae,CIP,45,Predicted mean MIC seasonal deviate,-0.013
K. pneumoniae,CIP,46,Actual mean MIC seasonal deviate,-0.019
K. pneumoniae,CIP,46,Predicted mean MIC seasonal deviate,-0.021
K. pneumoniae,CIP,47,Actual mean MIC seasonal deviate,0.048
K. pneumoniae,CIP,47,Predicted mean MIC seasonal deviate,-0.006
K. pneumoniae,CIP,48,Actual mean MIC seasonal deviate,-0.035
K. pneumoniae,CIP,48,Predicted mean MIC seasonal deviate,0.0017
K. pneumoniae,CIP,49,Actual mean MIC seasonal deviate,-0.03
K. pneumoniae,CIP,49,Predicted mean MIC seasonal deviate,-0.0078
K. pneumoniae,CIP,50,Actual mean MIC seasonal deviate,0.019
K. pneumoniae,CIP,50,Predicted mean MIC seasonal deviate,-0.012
K. pneumoniae,CIP,51,Actual mean MIC seasonal deviate,-0.026
K. pneumoniae,CIP,51,Predicted mean MIC seasonal deviate,0.011
K. pneumoniae,CIP,52,Actual mean MIC seasonal deviate,0.13
K. pneumoniae,CIP,52,Predicted mean MIC seasonal deviate,0.0082
K. pneumoniae,NIT,1,Actual mean MIC seasonal deviate,0.057
K. pneumoniae,NIT,1,Predicted mean MIC seasonal deviate,0.0065
K. pneumoniae,NIT,2,Actual mean MIC seasonal deviate,0.13
K. pneumoniae,NIT,2,Predicted mean MIC seasonal deviate,0.0022
K. pneumoniae,NIT,3,Actual mean MIC seasonal deviate,0.045
K. pneumoniae,NIT,3,Predicted mean MIC seasonal deviate,0.0054
K. pneumoniae,NIT,4,Actual mean MIC seasonal deviate,-6.8e-4
K. pneumoniae,NIT,4,Predicted mean MIC seasonal deviate,-0.0084
K. pneumoniae,NIT,5,Actual mean MIC seasonal deviate,-0.045
K. pneumoniae,NIT,5,Predicted mean MIC seasonal deviate,0.0012
K. pneumoniae,NIT,6,Actual mean MIC seasonal deviate,0.044
K. pneumoniae,NIT,6,Predicted mean MIC seasonal deviate,0.018
K. pneumoniae,NIT,7,Actual mean MIC seasonal deviate,-0.0054
K. pneumoniae,NIT,7,Predicted mean MIC seasonal deviate,-0.012
K. pneumoniae,NIT,8,Actual mean MIC seasonal deviate,0.078
K. pneumoniae,NIT,8,Predicted mean MIC seasonal deviate,0.0042
K. pneumoniae,NIT,9,Actual mean MIC seasonal deviate,-0.026
K. pneumoniae,NIT,9,Predicted mean MIC seasonal deviate,0.0075
K. pneumoniae,NIT,10,Actual mean MIC seasonal deviate,-0.18
K. pneumoniae,NIT,10,Predicted mean MIC seasonal deviate,0.003
K. pneumoniae,NIT,11,Actual mean MIC seasonal deviate,0.045
K. pneumoniae,NIT,11,Predicted mean MIC seasonal deviate,0.0083
K. pneumoniae,NIT,12,Actual mean MIC seasonal deviate,0.066
K. pneumoniae,NIT,12,Predicted mean MIC seasonal deviate,0.0094
K. pneumoniae,NIT,13,Actual mean MIC seasonal deviate,-0.045
K. pneumoniae,NIT,13,Predicted mean MIC seasonal deviate,4.9e-4
K. pneumoniae,NIT,14,Actual mean MIC seasonal deviate,0.033
K. pneumoniae,NIT,14,Predicted mean MIC seasonal deviate,0.005
K. pneumoniae,NIT,15,Actual mean MIC seasonal deviate,-0.031
K. pneumoniae,NIT,15,Predicted mean MIC seasonal deviate,-0.0069
K. pneumoniae,NIT,16,Actual mean MIC seasonal deviate,-0.067
K. pneumoniae,NIT,16,Predicted mean MIC seasonal deviate,0.003
K. pneumoniae,NIT,17,Actual mean MIC seasonal deviate,0.14
K. pneumoniae,NIT,17,Predicted mean MIC seasonal deviate,0.011
K. pneumoniae,NIT,18,Actual mean MIC seasonal deviate,-0.14
K. pneumoniae,NIT,18,Predicted mean MIC seasonal deviate,-0.0079
K. pneumoniae,NIT,19,Actual mean MIC seasonal deviate,-0.073
K. pneumoniae,NIT,19,Predicted mean MIC seasonal deviate,0.0037
K. pneumoniae,NIT,20,Actual mean MIC seasonal deviate,-0.025
K. pneumoniae,NIT,20,Predicted mean MIC seasonal deviate,0.0063
K. pneumoniae,NIT,21,Actual mean MIC seasonal deviate,0.018
K. pneumoniae,NIT,21,Predicted mean MIC seasonal deviate,0.0029
K. pneumoniae,NIT,22,Actual mean MIC seasonal deviate,0.032
K. pneumoniae,NIT,22,Predicted mean MIC seasonal deviate,0.0033
K. pneumoniae,NIT,23,Actual mean MIC seasonal deviate,0.017
K. pneumoniae,NIT,23,Predicted mean MIC seasonal deviate,0.0013
K. pneumoniae,NIT,24,Actual mean MIC seasonal deviate,-0.066
K. pneumoniae,NIT,24,Predicted mean MIC seasonal deviate,-0.0019
K. pneumoniae,NIT,25,Actual mean MIC seasonal deviate,-0.028
K. pneumoniae,NIT,25,Predicted mean MIC seasonal deviate,-0.013
K. pneumoniae,NIT,26,Actual mean MIC seasonal deviate,0.025
K. pneumoniae,NIT,26,Predicted mean MIC seasonal deviate,-0.0037
K. pneumoniae,NIT,27,Actual mean MIC seasonal deviate,-0.069
K. pneumoniae,NIT,27,Predicted mean MIC seasonal deviate,-0.011
K. pneumoniae,NIT,28,Actual mean MIC seasonal deviate,-0.015
K. pneumoniae,NIT,28,Predicted mean MIC seasonal deviate,-0.0021
K. pneumoniae,NIT,29,Actual mean MIC seasonal deviate,-0.012
K. pneumoniae,NIT,29,Predicted mean MIC seasonal deviate,-0.0043
K. pneumoniae,NIT,30,Actual mean MIC seasonal deviate,-0.07
K. pneumoniae,NIT,30,Predicted mean MIC seasonal deviate,-0.0038
K. pneumoniae,NIT,31,Actual mean MIC seasonal deviate,-0.0013
K. pneumoniae,NIT,31,Predicted mean MIC seasonal deviate,-0.0011
K. pneumoniae,NIT,32,Actual mean MIC seasonal deviate,-0.055
K. pneumoniae,NIT,32,Predicted mean MIC seasonal deviate,0.0066
K. pneumoniae,NIT,33,Actual mean MIC seasonal deviate,-0.019
K. pneumoniae,NIT,33,Predicted mean MIC seasonal deviate,-0.0056
K. pneumoniae,NIT,34,Actual mean MIC seasonal deviate,-0.022
K. pneumoniae,NIT,34,Predicted mean MIC seasonal deviate,-5.9e-4
K. pneumoniae,NIT,35,Actual mean MIC seasonal deviate,-0.11
K. pneumoniae,NIT,35,Predicted mean MIC seasonal deviate,-0.0051
K. pneumoniae,NIT,36,Actual mean MIC seasonal deviate,-0.018
K. pneumoniae,NIT,36,Predicted mean MIC seasonal deviate,-0.0057
K. pneumoniae,NIT,37,Actual mean MIC seasonal deviate,0.024
K. pneumoniae,NIT,37,Predicted mean MIC seasonal deviate,-0.011
K. pneumoniae,NIT,38,Actual mean MIC seasonal deviate,0.015
K. pneumoniae,NIT,38,Predicted mean MIC seasonal deviate,-0.015
K. pneumoniae,NIT,39,Actual mean MIC seasonal deviate,0.12
K. pneumoniae,NIT,39,Predicted mean MIC seasonal deviate,-0.007
K. pneumoniae,NIT,40,Actual mean MIC seasonal deviate,-0.047
K. pneumoniae,NIT,40,Predicted mean MIC seasonal deviate,-0.0051
K. pneumoniae,NIT,41,Actual mean MIC seasonal deviate,0.0042
K. pneumoniae,NIT,41,Predicted mean MIC seasonal deviate,0.0064
K. pneumoniae,NIT,42,Actual mean MIC seasonal deviate,-0.079
K. pneumoniae,NIT,42,Predicted mean MIC seasonal deviate,-0.018
K. pneumoniae,NIT,43,Actual mean MIC seasonal deviate,-0.029
K. pneumoniae,NIT,43,Predicted mean MIC seasonal deviate,-0.0052
K. pneumoniae,NIT,44,Actual mean MIC seasonal deviate,0.095
K. pneumoniae,NIT,44,Predicted mean MIC seasonal deviate,0.0034
K. pneumoniae,NIT,45,Actual mean MIC seasonal deviate,0.039
K. pneumoniae,NIT,45,Predicted mean MIC seasonal deviate,-0.0029
K. pneumoniae,NIT,46,Actual mean MIC seasonal deviate,0.054
K. pneumoniae,NIT,46,Predicted mean MIC seasonal deviate,-0.0069
K. pneumoniae,NIT,47,Actual mean MIC seasonal deviate,0.061
K. pneumoniae,NIT,47,Predicted mean MIC seasonal deviate,0.0033
K. pneumoniae,NIT,48,Actual mean MIC seasonal deviate,0.042
K. pneumoniae,NIT,48,Predicted mean MIC seasonal deviate,0.0042
K. pneumoniae,NIT,49,Actual mean MIC seasonal deviate,-0.13
K. pneumoniae,NIT,49,Predicted mean MIC seasonal deviate,-0.0042
K. pneumoniae,NIT,50,Actual mean MIC seasonal deviate,0.089
K. pneumoniae,NIT,50,Predicted mean MIC seasonal deviate,-0.0056
K. pneumoniae,NIT,51,Actual mean MIC seasonal deviate,0.041
K. pneumoniae,NIT,51,Predicted mean MIC seasonal deviate,0.0039
K. pneumoniae,NIT,52,Actual mean MIC seasonal deviate,0.081
K. pneumoniae,NIT,52,Predicted mean MIC seasonal deviate,0.015
S. aureus,CIP,1,Actual mean MIC seasonal deviate,0.072
S. aureus,CIP,1,Predicted mean MIC seasonal deviate,0.076
S. aureus,CIP,2,Actual mean MIC seasonal deviate,0.063
S. aureus,CIP,2,Predicted mean MIC seasonal deviate,0.044
S. aureus,CIP,3,Actual mean MIC seasonal deviate,0.089
S. aureus,CIP,3,Predicted mean MIC seasonal deviate,0.037
S. aureus,CIP,4,Actual mean MIC seasonal deviate,0.0096
S. aureus,CIP,4,Predicted mean MIC seasonal deviate,0.024
S. aureus,CIP,5,Actual mean MIC seasonal deviate,0.026
S. aureus,CIP,5,Predicted mean MIC seasonal deviate,0.04
S. aureus,CIP,6,Actual mean MIC seasonal deviate,0.031
S. aureus,CIP,6,Predicted mean MIC seasonal deviate,0.032
S. aureus,CIP,7,Actual mean MIC seasonal deviate,0.046
S. aureus,CIP,7,Predicted mean MIC seasonal deviate,0.052
S. aureus,CIP,8,Actual mean MIC seasonal deviate,0.18
S. aureus,CIP,8,Predicted mean MIC seasonal deviate,0.074
S. aureus,CIP,9,Actual mean MIC seasonal deviate,-0.019
S. aureus,CIP,9,Predicted mean MIC seasonal deviate,0.016
S. aureus,CIP,10,Actual mean MIC seasonal deviate,0.087
S. aureus,CIP,10,Predicted mean MIC seasonal deviate,0.025
S. aureus,CIP,11,Actual mean MIC seasonal deviate,0.1
S. aureus,CIP,11,Predicted mean MIC seasonal deviate,0.015
S. aureus,CIP,12,Actual mean MIC seasonal deviate,0.17
S. aureus,CIP,12,Predicted mean MIC seasonal deviate,0.035
S. aureus,CIP,13,Actual mean MIC seasonal deviate,0.017
S. aureus,CIP,13,Predicted mean MIC seasonal deviate,0.033
S. aureus,CIP,14,Actual mean MIC seasonal deviate,-0.062
S. aureus,CIP,14,Predicted mean MIC seasonal deviate,0.0085
S. aureus,CIP,15,Actual mean MIC seasonal deviate,-0.022
S. aureus,CIP,15,Predicted mean MIC seasonal deviate,0.055
S. aureus,CIP,16,Actual mean MIC seasonal deviate,0.0051
S. aureus,CIP,16,Predicted mean MIC seasonal deviate,-0.01
S. aureus,CIP,17,Actual mean MIC seasonal deviate,0.12
S. aureus,CIP,17,Predicted mean MIC seasonal deviate,-0.0032
S. aureus,CIP,18,Actual mean MIC seasonal deviate,0.044
S. aureus,CIP,18,Predicted mean MIC seasonal deviate,0.015
S. aureus,CIP,19,Actual mean MIC seasonal deviate,0.061
S. aureus,CIP,19,Predicted mean MIC seasonal deviate,0.084
S. aureus,CIP,20,Actual mean MIC seasonal deviate,-0.023
S. aureus,CIP,20,Predicted mean MIC seasonal deviate,-0.013
S. aureus,CIP,21,Actual mean MIC seasonal deviate,-0.088
S. aureus,CIP,21,Predicted mean MIC seasonal deviate,0.033
S. aureus,CIP,22,Actual mean MIC seasonal deviate,-0.029
S. aureus,CIP,22,Predicted mean MIC seasonal deviate,0.024
S. aureus,CIP,23,Actual mean MIC seasonal deviate,-0.027
S. aureus,CIP,23,Predicted mean MIC seasonal deviate,-0.0057
S. aureus,CIP,24,Actual mean MIC seasonal deviate,-0.096
S. aureus,CIP,24,Predicted mean MIC seasonal deviate,-0.061
S. aureus,CIP,25,Actual mean MIC seasonal deviate,-0.047
S. aureus,CIP,25,Predicted mean MIC seasonal deviate,0.0099
S. aureus,CIP,26,Actual mean MIC seasonal deviate,-0.077
S. aureus,CIP,26,Predicted mean MIC seasonal deviate,-0.0062
S. aureus,CIP,27,Actual mean MIC seasonal deviate,-0.022
S. aureus,CIP,27,Predicted mean MIC seasonal deviate,-0.025
S. aureus,CIP,28,Actual mean MIC seasonal deviate,-0.035
S. aureus,CIP,28,Predicted mean MIC seasonal deviate,-0.0087
S. aureus,CIP,29,Actual mean MIC seasonal deviate,7.1e-4
S. aureus,CIP,29,Predicted mean MIC seasonal deviate,-0.036
S. aureus,CIP,30,Actual mean MIC seasonal deviate,-0.035
S. aureus,CIP,30,Predicted mean MIC seasonal deviate,-0.054
S. aureus,CIP,31,Actual mean MIC seasonal deviate,-0.057
S. aureus,CIP,31,Predicted mean MIC seasonal deviate,-0.037
S. aureus,CIP,32,Actual mean MIC seasonal deviate,-0.093
S. aureus,CIP,32,Predicted mean MIC seasonal deviate,-0.049
S. aureus,CIP,33,Actual mean MIC seasonal deviate,-0.033
S. aureus,CIP,33,Predicted mean MIC seasonal deviate,-0.056
S. aureus,CIP,34,Actual mean MIC seasonal deviate,-0.18
S. aureus,CIP,34,Predicted mean MIC seasonal deviate,-0.088
S. aureus,CIP,35,Actual mean MIC seasonal deviate,0.029
S. aureus,CIP,35,Predicted mean MIC seasonal deviate,-0.029
S. aureus,CIP,36,Actual mean MIC seasonal deviate,-0.13
S. aureus,CIP,36,Predicted mean MIC seasonal deviate,-0.015
S. aureus,CIP,37,Actual mean MIC seasonal deviate,-0.014
S. aureus,CIP,37,Predicted mean MIC seasonal deviate,-0.072
S. aureus,CIP,38,Actual mean MIC seasonal deviate,-0.015
S. aureus,CIP,38,Predicted mean MIC seasonal deviate,-0.057
S. aureus,CIP,39,Actual mean MIC seasonal deviate,-0.036
S. aureus,CIP,39,Predicted mean MIC seasonal deviate,-0.017
S. aureus,CIP,40,Actual mean MIC seasonal deviate,-0.017
S. aureus,CIP,40,Predicted mean MIC seasonal deviate,0.0022
S. aureus,CIP,41,Actual mean MIC seasonal deviate,-0.13
S. aureus,CIP,41,Predicted mean MIC seasonal deviate,-0.051
S. aureus,CIP,42,Actual mean MIC seasonal deviate,-0.055
S. aureus,CIP,42,Predicted mean MIC seasonal deviate,-0.036
S. aureus,CIP,43,Actual mean MIC seasonal deviate,-0.019
S. aureus,CIP,43,Predicted mean MIC seasonal deviate,-0.0035
S. aureus,CIP,44,Actual mean MIC seasonal deviate,-0.021
S. aureus,CIP,44,Predicted mean MIC seasonal deviate,-0.026
S. aureus,CIP,45,Actual mean MIC seasonal deviate,0.048
S. aureus,CIP,45,Predicted mean MIC seasonal deviate,-0.012
S. aureus,CIP,46,Actual mean MIC seasonal deviate,-6e-4
S. aureus,CIP,46,Predicted mean MIC seasonal deviate,-0.035
S. aureus,CIP,47,Actual mean MIC seasonal deviate,-0.039
S. aureus,CIP,47,Predicted mean MIC seasonal deviate,0.0053
S. aureus,CIP,48,Actual mean MIC seasonal deviate,0.029
S. aureus,CIP,48,Predicted mean MIC seasonal deviate,-0.01
S. aureus,CIP,49,Actual mean MIC seasonal deviate,0.077
S. aureus,CIP,49,Predicted mean MIC seasonal deviate,-0.036
S. aureus,CIP,50,Actual mean MIC seasonal deviate,0.027
S. aureus,CIP,50,Predicted mean MIC seasonal deviate,0.015
S. aureus,CIP,51,Actual mean MIC seasonal deviate,-0.015
