year,month,week,drug_class,claims_per_1000ppl
2014,4,18,Penicillins,3.3240596041495847
2014,4,18,Quinolones,1.1399445445010523
2014,4,18,Tetracyclines,0.7077934364422518
2014,5,19,Macrolides,2.613770048804352
2014,5,19,Nitrofurans,0.3540936251499656
2014,5,19,Penicillins,3.2380930194635016
2014,5,19,Quinolones,1.0413148055397017
2014,5,19,Tetracyclines,0.6732438004496057
2014,5,20,Macrolides,2.692975201798423
2014,5,20,Nitrofurans,0.40301445494042143
2014,5,20,Penicillins,3.391844198804934
2014,5,20,Quinolones,1.255634631288365
2014,5,20,Tetracyclines,0.7244941935634165
2014,5,21,Macrolides,2.1967782139238
2014,5,21,Nitrofurans,0.39369620164700125
2014,5,21,Penicillins,3.075023586828649
2014,5,21,Quinolones,1.0459739321864117
2014,5,21,Tetracyclines,0.6103455907190197
2014,5,22,Macrolides,2.627747428744482
2014,5,22,Nitrofurans,0.4006848916170664
2014,5,22,Penicillins,3.4151398320384843
2014,5,22,Quinolones,1.1694407883242286
2014,5,22,Tetracyclines,0.7105168136232862
2014,6,23,Macrolides,2.6818677874010266
2014,6,23,Nitrofurans,0.4086655676039659
2014,6,23,Penicillins,3.222885271785822
2014,6,23,Quinolones,1.1540158357907448
2014,6,23,Tetracyclines,0.7151647433069404
2014,6,24,Macrolides,2.396266282768709
2014,6,24,Nitrofurans,0.38776789653330856
2014,6,24,Penicillins,2.9140641326305525
2014,6,24,Quinolones,1.2515383007871457
2014,6,24,Tetracyclines,0.6756913646179209
2014,6,25,Macrolides,2.510042491931177
2014,6,25,Nitrofurans,0.4574268001021664
2014,6,25,Penicillins,2.9442496575103907
2014,6,25,Quinolones,1.1888452875751736
2014,6,25,Tetracyclines,0.6780133280702162
2014,6,26,Macrolides,2.347505050270509
2014,6,26,Nitrofurans,0.4086655676039659
2014,6,26,Penicillins,2.6911556412102073
2014,6,26,Quinolones,1.2143868855504214
2014,6,26,Tetracyclines,0.6710474377133303
2014,7,27,Macrolides,1.9432920480396636
2014,7,27,Nitrofurans,0.3640773884752114
2014,7,27,Penicillins,2.1450419384686024
2014,7,27,Quinolones,0.9948356665978708
2014,7,27,Tetracyclines,0.6469910279272866
2014,7,28,Macrolides,2.177507438077857
2014,7,28,Nitrofurans,0.4081377093734854
2014,7,28,Penicillins,2.68536061053691
2014,7,28,Quinolones,1.3357234124950432
2014,7,28,Tetracyclines,0.6516289564428943
2014,7,29,Macrolides,2.2076539734293075
2014,7,29,Nitrofurans,0.35712049570179977
2014,7,29,Penicillins,2.622748575576205
2014,7,29,Quinolones,1.2939820558545732
2014,7,29,Tetracyclines,0.6748185990209333
2014,7,30,Macrolides,2.1496798669842105
2014,7,30,Nitrofurans,0.4661118158185828
2014,7,30,Penicillins,2.279541865421228
2014,7,30,Quinolones,1.140930414839516
2014,7,30,Tetracyclines,0.7675771693330891
2014,7,31,Macrolides,2.0917057605391127
2014,7,31,Nitrofurans,0.4893014583966217
2014,7,31,Penicillins,2.4928865771391866
2014,7,31,Quinolones,1.173395914448771
2014,7,31,Tetracyclines,0.7119220271457957
2014,8,32,Macrolides,2.170398896971426
2014,8,32,Nitrofurans,0.3732230304759187
2014,8,32,Penicillins,2.4699282080540104
2014,8,32,Quinolones,1.236152712404317
2014,8,32,Tetracyclines,0.7250511101602244
2014,8,33,Macrolides,2.2131887985546523
2014,8,33,Nitrofurans,0.4611800503969952
2014,8,33,Penicillins,2.4937003756002474
2014,8,33,Quinolones,1.114914657918509
2014,8,33,Tetracyclines,0.727428326914848
2014,8,34,Macrolides,2.053915275994865
2014,8,34,Nitrofurans,0.44691674986925306
2014,8,34,Penicillins,2.555508011220463
2014,8,34,Quinolones,1.152950125992488
2014,8,34,Tetracyclines,0.7060333761232349
2014,8,35,Macrolides,1.790044216231636
2014,8,35,Nitrofurans,0.4183901488137689
2014,8,35,Penicillins,2.156135596443684
2014,8,35,Quinolones,1.0269576379974326
2014,8,35,Tetracyclines,0.6489801740122665
2014,9,36,Macrolides,2.1837466853844956
2014,9,36,Nitrofurans,0.4450072026938993
2014,9,36,Penicillins,2.4796535366603356
2014,9,36,Quinolones,1.231798287869195
2014,9,36,Tetracyclines,0.7959664914164075
2014,9,37,Macrolides,2.2250360134694964
2014,9,37,Nitrofurans,0.4473010542541771
2014,9,37,Penicillins,2.670043216163396
2014,9,37,Quinolones,1.167570444181416
2014,9,37,Tetracyclines,0.7065062805655721
2014,9,38,Macrolides,2.3856056226889444
2014,9,38,Nitrofurans,0.40601172616917613
2014,9,38,Penicillins,2.8787837081486782
2014,9,38,Quinolones,1.0964610458128037
2014,9,38,Tetracyclines,0.6904493196436272
2014,9,39,Macrolides,2.4865350913411692
2014,9,39,Nitrofurans,0.4404194995733437
2014,9,39,Penicillins,2.979713176800903
2014,9,39,Quinolones,1.101048748933359
2014,9,39,Tetracyclines,0.7133878352464056
2014,10,40,Macrolides,2.4320307798909573
2014,10,40,Nitrofurans,0.4604219470833865
2014,10,40,Penicillins,2.9084079429623824
2014,10,40,Quinolones,1.153334184278186
2014,10,40,Tetracyclines,0.6815156543462009
2014,10,41,Macrolides,2.4092376141937604
2014,10,41,Nitrofurans,0.4148356156889918
2014,10,41,Penicillins,2.8103973304644336
2014,10,41,Quinolones,1.0462063055013584
2014,10,41,Tetracyclines,0.6359293229518062
2014,10,42,Macrolides,2.4730584781459126
2014,10,42,Nitrofurans,0.4854944293503036
2014,10,42,Penicillins,3.01553582173921
2014,10,42,Quinolones,1.2171550482303386
2014,10,42,Tetracyclines,0.7362192520194745
2014,10,43,Macrolides,2.4890136941339507
2014,10,43,Nitrofurans,0.3920424499917945
2014,10,43,Penicillins,2.997301289181452
2014,10,43,Quinolones,1.0917926368957531
2014,10,43,Tetracyclines,0.77496763370471
2014,10,44,Macrolides,2.486734377564231
2014,10,44,Nitrofurans,0.4285115151073102
2014,10,44,Penicillins,2.9312011086595797
2014,10,44,Quinolones,1.2445068470669751
2014,10,44,Tetracyclines,0.722543352601156
2014,11,45,Macrolides,2.7601736003922355
2014,11,45,Nitrofurans,0.37226025531605805
2014,11,45,Penicillins,3.195990484664694
2014,11,45,Quinolones,1.021445822513574
2014,11,45,Tetracyclines,0.7218217145762589
2014,11,46,Macrolides,2.664838656957635
2014,11,46,Nitrofurans,0.4403566434836296
2014,11,46,Penicillins,3.4888049537852512
2014,11,46,Quinolones,1.196226552143674
2014,11,46,Tetracyclines,0.7399807514209447
2014,11,47,Macrolides,2.8464290254044924
2014,11,47,Nitrofurans,0.4721349579618297
2014,11,47,Penicillins,3.4388676024623654
2014,11,47,Quinolones,1.141749441609617
2014,11,47,Tetracyclines,0.712742196153916
2014,11,48,Macrolides,2.2471808095298624
2014,11,48,Nitrofurans,0.3654506164993009
2014,11,48,Penicillins,2.7488242023643066
2014,11,48,Quinolones,0.8875229257840165
2014,11,48,Tetracyclines,0.5129927908623726
2014,12,49,Macrolides,2.994481695463258
2014,12,49,Nitrofurans,0.4547428542844735
2014,12,49,Penicillins,3.6811434054328127
2014,12,49,Quinolones,1.1232148500826495
2014,12,49,Tetracyclines,0.6639245672553313
2014,12,50,Macrolides,2.964923409934767
2014,12,50,Nitrofurans,0.4047211403131814
2014,12,50,Penicillins,3.792555404732509
2014,12,50,Quinolones,1.2096159923966996
2014,12,50,Tetracyclines,0.7093988526837786
2014,12,51,Macrolides,3.2650536937625194
2014,12,51,Nitrofurans,0.4388268543845169
2014,12,51,Penicillins,4.038116546046124
2014,12,51,Quinolones,1.2346268493823451
2014,12,51,Tetracyclines,0.7253148525837352
2014,12,52,Macrolides,2.532917698364517
2014,12,52,Nitrofurans,0.3114988551848643
2014,12,52,Penicillins,3.285517122205321
2014,12,52,Quinolones,0.909485708568947
2014,12,52,Tetracyclines,0.5707022821270142
2015,1,1,Macrolides,2.69972118396738
2015,1,1,Nitrofurans,0.3560839147819044
2015,1,1,Penicillins,3.2699209167880765
2015,1,1,Quinolones,0.9728305645675558
2015,1,1,Tetracyclines,0.5841638079101831
2015,1,2,Macrolides,2.899872926916686
2015,1,2,Nitrofurans,0.41194021513985024
2015,1,2,Penicillins,3.7214260113481386
2015,1,2,Quinolones,1.168327615820366
2015,1,2,Tetracyclines,0.7075131378673134
2015,1,3,Macrolides,2.5856812374032407
2015,1,3,Nitrofurans,0.4212495985328411
2015,1,3,Penicillins,3.47240000558563
2015,1,3,Quinolones,1.1101439696141726
2015,1,3,Tetracyclines,0.6027825746961649
2015,1,4,Macrolides,2.3529466525784666
2015,1,4,Nitrofurans,0.3630659523266476
2015,1,4,Penicillins,3.3443959839320043
2015,1,4,Quinolones,0.9588664894780696
2015,1,4,Tetracyclines,0.5562356577312102
2015,1,5,Macrolides,2.4506951782048714
2015,1,5,Nitrofurans,0.31186434366519733
2015,1,5,Penicillins,3.1814817745546624
2015,1,5,Quinolones,1.0635970526492178
2015,1,5,Tetracyclines,0.6190739956338992
2015,2,6,Macrolides,2.237713080663113
2015,2,6,Nitrofurans,0.3702184992091852
2015,2,6,Penicillins,2.6477652158631595
2015,2,6,Quinolones,0.913830472731533
2015,2,6,Tetracyclines,0.5389256634057759
2015,2,7,Macrolides,2.092437467049382
2015,2,7,Nitrofurans,0.34678694862632536
2015,2,7,Penicillins,2.650108370921446
2015,2,7,Quinolones,0.8482221310995255
2015,2,7,Tetracyclines,0.5881319196297815
2015,2,8,Macrolides,2.347841368402554
2015,2,8,Nitrofurans,0.3749048093257571
2015,2,8,Penicillins,2.8375607755843246
2015,2,8,Quinolones,1.0333313807041182
2015,2,8,Tetracyclines,0.5881319196297815
2015,2,9,Macrolides,2.4439107257922794
2015,2,9,Nitrofurans,0.4147384453166188
2015,2,9,Penicillins,3.19606349950208
2015,2,9,Quinolones,1.0801944818698377
2015,2,9,Tetracyclines,0.6654560365532189
2015,3,10,Macrolides,2.63042525208242
2015,3,10,Nitrofurans,0.4080890240376095
2015,3,10,Penicillins,3.4326116764763497
2015,3,10,Quinolones,1.079686960739504
2015,3,10,Tetracyclines,0.5969759437350174
2015,3,11,Macrolides,2.6071058792802706
2015,3,11,Nitrofurans,0.4687193933231972
2015,3,11,Penicillins,3.661141529937411
2015,3,11,Quinolones,1.0097288423330566
2015,3,11,Tetracyclines,0.6272911283778112
2015,3,12,Macrolides,2.786665049856819
2015,3,12,Nitrofurans,0.41508483587825423
2015,3,12,Penicillins,3.866352010596323
2015,3,12,Quinolones,1.1239937690635873
2015,3,12,Tetracyclines,0.6692659994216796
2015,3,13,Macrolides,2.8542912309830513
2015,3,13,Nitrofurans,0.3637822157135262
2015,3,13,Penicillins,3.68446090273956
2015,3,13,Quinolones,1.154308953706381
2015,3,13,Tetracyclines,0.6599382503008199
2015,4,14,Macrolides,2.781512000204318
2015,4,14,Nitrofurans,0.3413040601252377
2015,4,14,Penicillins,3.85882549610983
2015,4,14,Quinolones,1.056417328959069
2015,4,14,Tetracyclines,0.6733209349409451
2015,4,15,Macrolides,2.786155592859083
2015,4,15,Nitrofurans,0.3389822637978551
2015,4,15,Penicillins,3.863469088764595
2015,4,15,Quinolones,1.1283930151079289
2015,4,15,Tetracyclines,0.6988606945421533
2015,4,16,Macrolides,2.3728758465849857
2015,4,16,Nitrofurans,0.29486813357758634
2015,4,16,Penicillins,3.364282878377342
2015,4,16,Quinolones,0.986763439137592
2015,4,16,Tetracyclines,0.6454593790123543
2015,4,17,Macrolides,2.5493323674660613
2015,4,17,Nitrofurans,0.40399256096456704
2015,4,17,Penicillins,3.5941407147882174
2015,4,17,Quinolones,1.098209662851955
2015,4,17,Tetracyclines,0.6501029716671194
2015,4,18,Macrolides,2.5307579968470004
2015,4,18,Nitrofurans,0.3854181903455065
2015,4,18,Penicillins,3.283020006918953
2015,4,18,Quinolones,1.0819570885602774
2015,4,18,Tetracyclines,0.6268850083932938
2015,5,19,Macrolides,2.4949456851495677
2015,5,19,Nitrofurans,0.3186033926575974
2015,5,19,Penicillins,3.183691254571139
2015,5,19,Quinolones,1.0120343060888388
2015,5,19,Tetracyclines,0.6817175534070651
2015,5,20,Macrolides,2.403581476960992
2015,5,20,Nitrofurans,0.3771701927784793
2015,5,20,Penicillins,2.8510318298845294
2015,5,20,Quinolones,1.1174545463064265
2015,5,20,Tetracyclines,0.6442348013297007
2015,5,21,Macrolides,2.155258244448453
2015,5,21,Nitrofurans,0.323288736667268
2015,5,21,Penicillins,2.9353680220585994
2015,5,21,Quinolones,0.9651808659921332
2015,5,21,Tetracyclines,0.63954945732003
2015,5,22,Macrolides,2.3286159728062636
2015,5,22,Nitrofurans,0.4193382888655143
2015,5,22,Penicillins,3.02438955824234
2015,5,22,Quinolones,1.0354610261371917
2015,5,22,Tetracyclines,0.6700041933828886
2015,6,23,Macrolides,2.5481809208453803
2015,6,23,Nitrofurans,0.387360835952686
2015,6,23,Penicillins,2.977544739009803
2015,6,23,Quinolones,1.106078531575742
2015,6,23,Tetracyclines,0.6533797232936871
2015,6,24,Macrolides,2.387169489033721
2015,6,24,Nitrofurans,0.4643663033408706
2015,6,24,Penicillins,2.823533804233434
2015,6,24,Quinolones,1.1037450325639788
2015,6,24,Tetracyclines,0.6907157074818979
2015,6,25,Macrolides,2.3521670038572737
2015,6,25,Nitrofurans,0.44803181025852834
2015,6,25,Penicillins,2.793198317080513
2015,6,25,Quinolones,1.080410042446347
2015,6,25,Tetracyclines,0.732718689693635
2015,6,26,Macrolides,2.198156069080905
2015,6,26,Nitrofurans,0.42002982211737033
2015,6,26,Penicillins,2.5411804238100903
2015,6,26,Quinolones,1.0757430444228209
2015,6,26,Tetracyclines,0.6417122282348713
2015,7,27,Macrolides,1.866130896422702
2015,7,27,Nitrofurans,0.43371132642989935
2015,7,27,Penicillins,2.288120295111253
2015,7,27,Quinolones,1.0033970146594429
2015,7,27,Tetracyclines,0.5814076159708921
2015,7,28,Macrolides,2.175589788794306
2015,7,28,Nitrofurans,0.4993541217814517
2015,7,28,Penicillins,2.318597307238759
2015,7,28,Quinolones,1.104205593235041
2015,7,28,Tetracyclines,0.6376728691293655
2015,7,29,Macrolides,2.1544903188598785
2015,7,29,Nitrofurans,0.4243337842368205
2015,7,29,Penicillins,2.466293596779752
2015,7,29,Quinolones,1.1065499787833109
2015,7,29,Tetracyclines,0.7525477609945821
2015,7,30,Macrolides,2.016171571511965
2015,7,30,Nitrofurans,0.47122149520221496
2015,7,30,Penicillins,2.560069018710541
2015,7,30,Quinolones,1.2120473284554485
2015,7,30,Tetracyclines,0.6470504113224445
2015,7,31,Macrolides,2.0021052582223464
2015,7,31,Nitrofurans,0.41261185649547183
2015,7,31,Penicillins,2.250610126338937
2015,7,31,Quinolones,1.1698483885865936
2015,7,31,Tetracyclines,0.719726363318806
2015,8,32,Macrolides,2.1851919968250586
2015,8,32,Nitrofurans,0.4694653902370558
2015,8,32,Penicillins,2.453803637630797
2015,8,32,Quinolones,1.2390014422751163
2015,8,32,Tetracyclines,0.6606394409005992
2015,8,33,Macrolides,2.2045513943606077
2015,8,33,Nitrofurans,0.3678285531754252
2015,8,33,Penicillins,2.216651017820326
2015,8,33,Quinolones,1.1809232496684705
2015,8,33,Tetracyclines,0.6412800433650505
2015,8,34,Macrolides,2.194871695592833
2015,8,34,Nitrofurans,0.4622056161612251
2015,8,34,Penicillins,2.3981453697160946
2015,8,34,Quinolones,1.1494642286732035
2015,8,34,Tetracyclines,0.6896785372039221
2015,8,35,Macrolides,2.148893126445905
2015,8,35,Nitrofurans,0.4670454655451122
2015,8,35,Penicillins,2.298928457346407
2015,8,35,Quinolones,1.195442797820132
2015,8,35,Tetracyclines,0.6678992149764299
2015,9,36,Macrolides,1.7101773000139606
2015,9,36,Nitrofurans,0.47466145469775234
2015,9,36,Penicillins,2.0778072502210434
2015,9,36,Quinolones,0.953976453069012
2015,9,36,Tetracyclines,0.5491181534738704
2015,9,37,Macrolides,2.0824607938945507
2015,9,37,Nitrofurans,0.41881893061566383
2015,9,37,Penicillins,2.440783656754619
2015,9,37,Quinolones,1.0121457489878545
2015,9,37,Tetracyclines,0.6468425706175253
2015,9,38,Macrolides,2.103401740425334
2015,9,38,Nitrofurans,0.47000791102424494
2015,9,38,Penicillins,2.571082879612825
2015,9,38,Quinolones,0.998185117967332
2015,9,38,Tetracyclines,0.625901624086742
2015,9,39,Macrolides,2.177858439201452
2015,9,39,Nitrofurans,0.43975987714644704
2015,9,39,Penicillins,2.5966773698171157
2015,9,39,Quinolones,1.1308111126622922
2015,9,39,Tetracyclines,0.6980315510261064
2015,10,40,Macrolides,2.417091895796483
2015,10,40,Nitrofurans,0.4723053129717265
2015,10,40,Penicillins,2.8940276530130298
2015,10,40,Quinolones,0.9747085135347884
2015,10,40,Tetracyclines,0.6690991933766125
2015,10,41,Macrolides,2.326798233022476
2015,10,41,Nitrofurans,0.4213704262786972
2015,10,41,Penicillins,2.6926033283633233
2015,10,41,Quinolones,1.0464803993295118
2015,10,41,Tetracyclines,0.6413165279076875
2015,10,42,Macrolides,2.653244552282346
2015,10,42,Nitrofurans,0.5070336448078829
2015,10,42,Penicillins,2.926440762726776
2015,10,42,Quinolones,1.097415286022541
2015,10,42,Tetracyclines,0.6459469721525083
2015,10,43,Macrolides,2.398570118817199
2015,10,43,Nitrofurans,0.4723053129717265
2015,10,43,Penicillins,3.134810753743714
2015,10,43,Quinolones,0.9561867365555052
2015,10,43,Tetracyclines,0.6690991933766125
2015,10,44,Macrolides,2.657874996527167
2015,10,44,Nitrofurans,0.5070336448078829
2015,10,44,Penicillins,3.100082421907558
2015,10,44,Quinolones,1.0812087311656682
2015,10,44,Tetracyclines,0.7223493021920523
2015,11,45,Macrolides,2.5164027906676085
2015,11,45,Nitrofurans,0.4640339091047608
2015,11,45,Penicillins,3.0266092280414996
2015,11,45,Quinolones,1.133535569007152
2015,11,45,Tetracyclines,0.752612210786826
2015,11,46,Macrolides,2.5648839453501955
2015,11,46,Nitrofurans,0.4086268751818043
2015,11,46,Penicillins,3.2089907147045653
2015,11,46,Quinolones,0.960388587997913
2015,11,46,Tetracyclines,0.7202914409984348
2015,11,47,Macrolides,2.537180428388717
2015,11,47,Nitrofurans,0.420170007249087
2015,11,47,Penicillins,3.058929997829891
2015,11,47,Quinolones,1.110449304872587
2015,11,47,Tetracyclines,0.7087483089311521
2015,11,48,Macrolides,2.12393630038
2015,11,48,Nitrofurans,0.3324422035377391
2015,11,48,Penicillins,2.539489054802174
2015,11,48,Quinolones,0.8449572673250869
2015,11,48,Tetracyclines,0.5148236902008043
2015,12,49,Macrolides,2.6865049927338
2015,12,49,Nitrofurans,0.4329298115468231
2015,12,49,Penicillins,3.5359834878229717
2015,12,49,Quinolones,1.1747608940351633
2015,12,49,Tetracyclines,0.7231097933403694
2015,12,50,Macrolides,2.7684106327561713
2015,12,50,Nitrofurans,0.493774001277728
2015,12,50,Penicillins,3.4938605872400377
2015,12,50,Quinolones,1.2051829889006156
2015,12,50,Tetracyclines,0.7722531773537925
2015,12,51,Macrolides,3.0913528705586666
2015,12,51,Nitrofurans,0.4376101338338158
2015,12,51,Penicillins,3.674052995289256
2015,12,51,Quinolones,1.165400249461178
2015,12,51,Tetracyclines,0.6903475373314207
2015,12,52,Macrolides,2.25123502004348
2015,12,52,Nitrofurans,0.36038481609843653
2015,12,52,Penicillins,2.9111604625094487
2015,12,52,Quinolones,0.8541588173761645
2015,12,52,Tetracyclines,0.5546181910086329
