organism,drugA,drugB,drugB_pheno,period,t,mean_deviate,sem
E. coli,NIT,AMP,NS,52,9,0.014304406071438087,0.02475868515872789
E. coli,NIT,AMP,NS,52,10,-0.015300896963741683,0.024023074261532995
E. coli,NIT,AMP,NS,52,11,0.034830646079289526,0.02554246014387681
E. coli,NIT,AMP,NS,52,12,5.6386558036900596e-5,0.024041523802254522
E. coli,NIT,AMP,NS,52,13,0.016585944964203,0.026582186069682028
E. coli,NIT,AMP,NS,52,14,0.02328945799684045,0.02492751629932489
E. coli,NIT,AMP,NS,52,15,0.023422808903988814,0.025412692996514566
E. coli,NIT,AMP,NS,52,16,-0.022280359576448912,0.023358578259979213
E. coli,NIT,AMP,NS,52,17,-0.0038275559708373283,0.02592971339373955
E. coli,NIT,AMP,NS,52,18,0.021666647146486626,0.02490365851355988
E. coli,NIT,AMP,NS,52,19,0.04276026109721627,0.02630578943759369
E. coli,NIT,AMP,NS,52,20,0.030017294342253722,0.02601826168125191
E. coli,NIT,AMP,NS,52,21,0.04538209376798887,0.02752779347863082
E. coli,NIT,AMP,NS,52,22,-0.012487073199512583,0.023905818820634583
E. coli,NIT,AMP,NS,52,23,0.04790874803373979,0.02733679814959374
E. coli,NIT,AMP,NS,52,24,-0.028887215517482422,0.02290511440435717
E. coli,NIT,AMP,NS,52,25,0.005577202658315648,0.02507044558489831
E. coli,NIT,AMP,NS,52,26,-0.012056119890873924,0.024346877433444533
E. coli,NIT,AMP,NS,52,27,0.0036834836101451453,0.026310030191197955
E. coli,NIT,AMP,NS,52,28,-0.04894046598202354,0.023500318163155953
E. coli,NIT,AMP,NS,52,29,-0.004831772751813498,0.025371630246932217
E. coli,NIT,AMP,NS,52,30,-0.00924094695521159,0.0248386771150071
E. coli,NIT,AMP,NS,52,31,-0.012248652450589823,0.02388949809300929
E. coli,NIT,AMP,NS,52,32,-0.005407249956553913,0.02466184957757256
E. coli,NIT,AMP,NS,52,33,-0.01992245922210677,0.025182999247135383
E. coli,NIT,AMP,NS,52,34,-0.034771426413416566,0.024067029000130448
E. coli,NIT,AMP,NS,52,35,-0.05680777060030921,0.02362620441884931
E. coli,NIT,AMP,NS,52,36,-0.0077535029261481024,0.02495762291256962
E. coli,NIT,AMP,NS,52,37,-0.10362518627027785,0.019500000655992233
E. coli,NIT,AMP,NS,52,38,-0.04317110710484651,0.023966891822225552
E. coli,NIT,AMP,NS,52,39,-0.0010928592140760105,0.024588338815955152
E. coli,NIT,AMP,NS,52,40,-0.03425293071384927,0.02266701988216401
E. coli,NIT,AMP,NS,52,41,0.0033453897288894933,0.026811502823760682
E. coli,NIT,AMP,NS,52,42,0.03188630071291635,0.026524161432478224
E. coli,NIT,AMP,NS,52,43,-0.006328704285892357,0.02517543281724639
E. coli,NIT,AMP,NS,52,44,-0.0469000967770774,0.022818393936578855
E. coli,NIT,AMP,NS,52,45,-0.02426973273381125,0.02521968340184466
E. coli,NIT,AMP,NS,52,46,0.03352869815868075,0.02548699720053326
E. coli,NIT,AMP,NS,52,47,-0.005069253866408478,0.027371566132859976
E. coli,NIT,AMP,NS,52,48,-0.02821651844553111,0.024307444173189804
E. coli,NIT,AMP,NS,52,49,0.032530225753545076,0.0257917254330942
E. coli,NIT,AMP,NS,52,50,-0.0010763431092659966,0.02323268702154792
E. coli,NIT,AMP,NS,52,51,-0.031009164393476004,0.021302124701691183
E. coli,NIT,AMP,NS,52,52,0.014990105277381927,0.028395575213019886
E. coli,NIT,AMP,S,52,1,0.048168144763420094,0.017502812088228754
E. coli,NIT,AMP,S,52,2,0.04599252118150528,0.016542375441742193
E. coli,NIT,AMP,S,52,3,0.02941829812511268,0.015020357300667822
E. coli,NIT,AMP,S,52,4,0.03387728510015165,0.016778411342277446
E. coli,NIT,AMP,S,52,5,0.009506976138101834,0.015455913911370698
E. coli,NIT,AMP,S,52,6,0.015432769231061901,0.01574713268910783
E. coli,NIT,AMP,S,52,7,-0.002170278819114765,0.014136090990462187
E. coli,NIT,AMP,S,52,8,0.013556115489872879,0.01633474810879537
E. coli,NIT,AMP,S,52,9,0.022591729789358812,0.015849315756535417
E. coli,NIT,AMP,S,52,10,0.02103344566018177,0.01646486447922259
E. coli,NIT,AMP,S,52,11,0.008410239053445411,0.01634449515940833
E. coli,NIT,AMP,S,52,12,0.03241293929479143,0.01829881084223683
E. coli,NIT,AMP,S,52,13,0.03410783953071208,0.015920403641276525
E. coli,NIT,AMP,S,52,14,0.017802305307913067,0.015429167975287289
E. coli,NIT,AMP,S,52,15,-0.024712017622719965,0.014173010931040146
E. coli,NIT,AMP,S,52,16,0.0097036287600692,0.01801044527571052
E. coli,NIT,AMP,S,52,17,-0.009338670692193568,0.01585808683910051
E. coli,NIT,AMP,S,52,18,0.01746304275538884,0.016832220278651777
E. coli,NIT,AMP,S,52,19,0.019507545245989452,0.017203955667029473
E. coli,NIT,AMP,S,52,20,0.016323723268432618,0.01492532767729857
E. coli,NIT,AMP,S,52,21,0.029084061551011918,0.016557069646272907
E. coli,NIT,AMP,S,52,22,0.009409120975648182,0.016100919304664743
E. coli,NIT,AMP,S,52,23,2.0699315457482485e-4,0.015576475860936296
E. coli,NIT,AMP,S,52,24,-0.016286919665743024,0.01516926228462322
E. coli,NIT,AMP,S,52,25,0.003213758737312184,0.017649151486638183
E. coli,NIT,AMP,S,52,26,-0.02969570647883087,0.014819382516560873
E. coli,NIT,AMP,S,52,27,-0.030467286274635883,0.013944119145461578
E. coli,NIT,AMP,S,52,28,-0.027576486828248606,0.01367885451851883
E. coli,NIT,AMP,S,52,29,-0.019728938384143774,0.015607468690606733
E. coli,NIT,AMP,S,52,30,-0.003642092699773412,0.015010039417067616
E. coli,NIT,AMP,S,52,31,-6.718377797049302e-4,0.015883183099900344
E. coli,NIT,AMP,S,52,32,-0.03748082957848915,0.013006927744617175
E. coli,NIT,AMP,S,52,33,-0.023191548892129855,0.013181145811610902
E. coli,NIT,AMP,S,52,34,-0.028069188872722826,0.014239931475653528
E. coli,NIT,AMP,S,52,35,-0.01870631275147609,0.01614087476372801
E. coli,NIT,AMP,S,52,36,-0.024734211361701376,0.01477613672365248
E. coli,NIT,AMP,S,52,37,-0.027995355198717663,0.013919373936213597
E. coli,NIT,AMP,S,52,38,-0.03352580931012846,0.015012955701956574
E. coli,NIT,AMP,S,52,39,-0.02978588850128865,0.014519471190782385
E. coli,NIT,AMP,S,52,40,-0.034777432126021315,0.013579393853217376
E. coli,NIT,AMP,S,52,41,-0.030609111821581884,0.014709430008164576
E. coli,NIT,AMP,S,52,42,-0.03640767861259246,0.015414057285014715
E. coli,NIT,AMP,S,52,43,-0.034953907328004775,0.014369404912421106
E. coli,NIT,AMP,S,52,44,-0.01918812259077437,0.01582562581151828
E. coli,NIT,AMP,S,52,45,0.00963184297509028,0.016882963781255044
E. coli,NIT,AMP,S,52,46,0.006935833530441827,0.01590996419202577
E. coli,NIT,AMP,S,52,47,-0.024297748001923802,0.016128569014299612
E. coli,NIT,AMP,S,52,48,0.013853202101780513,0.016804072743598308
E. coli,NIT,AMP,S,52,49,0.03117574100859469,0.0175474607828725
E. coli,NIT,AMP,S,52,50,0.019065852914716807,0.017568141771399412
E. coli,NIT,AMP,S,52,51,0.035804207077022525,0.017716109341352114
E. coli,NIT,AMP,S,52,52,0.005711509634779052,0.019414188233919855
K. pneumoniae,CIP,AMC,NS,52,1,0.11525593610408043,0.2605602938004862
K. pneumoniae,CIP,AMC,NS,52,2,0.06320711878937187,0.23998727274090143
K. pneumoniae,CIP,AMC,NS,52,3,0.24550014494345376,0.2235839396746843
K. pneumoniae,CIP,AMC,NS,52,4,-0.3438316967797259,0.32805987419642846
K. pneumoniae,CIP,AMC,NS,52,5,0.763830899538378,0.18320628543133682
K. pneumoniae,CIP,AMC,NS,52,6,0.2016601962779689,0.28278029795935405
K. pneumoniae,CIP,AMC,NS,52,7,0.15591169435080043,0.27531690280701476
K. pneumoniae,CIP,AMC,NS,52,8,-0.048564676335943385,0.26935409501620194
K. pneumoniae,CIP,AMC,NS,52,9,0.12542050227936472,0.28538509855649496
K. pneumoniae,CIP,AMC,NS,52,10,0.11468872533749858,0.2834692098268262
K. pneumoniae,CIP,AMC,NS,52,11,0.10523117385370827,0.2859602325736973
K. pneumoniae,CIP,AMC,NS,52,12,-0.10781473706201153,0.2487640668886617
K. pneumoniae,CIP,AMC,NS,52,13,0.21887812677344035,0.2802314034825573
K. pneumoniae,CIP,AMC,NS,52,14,-0.4263078331318105,0.26428234802611156
K. pneumoniae,CIP,AMC,NS,52,15,-0.12762226838365334,0.2881210695821948
K. pneumoniae,CIP,AMC,NS,52,16,0.1877575219511019,0.3009839715226409
K. pneumoniae,CIP,AMC,NS,52,17,0.09451134559910666,0.22173270050413513
K. pneumoniae,CIP,AMC,NS,52,18,0.06276650982774812,0.2366572233255736
K. pneumoniae,CIP,AMC,NS,52,19,-0.11095468999843816,0.27869930426728734
K. pneumoniae,CIP,AMC,NS,52,20,-0.4352998630607811,0.28404714504470147
K. pneumoniae,CIP,AMC,NS,52,21,0.14699364985552715,0.2301237552544209
K. pneumoniae,CIP,AMC,NS,52,22,-0.6296923157808553,0.26825661549762464
K. pneumoniae,CIP,AMC,NS,52,23,-0.0773296501589105,0.2549971406021735
K. pneumoniae,CIP,AMC,NS,52,24,0.03512143057339759,0.2689656921832561
K. pneumoniae,CIP,AMC,NS,52,25,-0.13903795058292123,0.22632548871660307
K. pneumoniae,CIP,AMC,NS,52,26,-0.4723421314869526,0.29529938836419956
K. pneumoniae,CIP,AMC,NS,52,27,-0.4313992188470617,0.27167509211871543
K. pneumoniae,CIP,AMC,NS,52,28,0.40263553516556005,0.19450626629514528
K. pneumoniae,CIP,AMC,NS,52,29,-0.10280677270757858,0.2521952693565521
K. pneumoniae,CIP,AMC,NS,52,30,-0.1204642840816091,0.24944977639335741
K. pneumoniae,CIP,AMC,NS,52,31,-0.08523068007559552,0.23546073115423047
K. pneumoniae,CIP,AMC,NS,52,32,0.050259448375479895,0.21641636895670321
K. pneumoniae,CIP,AMC,NS,52,33,-0.17152474199126708,0.26389191804359124
K. pneumoniae,CIP,AMC,NS,52,34,0.1278462274989695,0.21050325034055783
K. pneumoniae,CIP,AMC,NS,52,35,-0.22067666582297396,0.2341137703490803
K. pneumoniae,CIP,AMC,NS,52,36,-0.02424757001448531,0.23869995699402236
K. pneumoniae,CIP,AMC,NS,52,37,-0.2592888956356744,0.2631096724744018
K. pneumoniae,CIP,AMC,NS,52,38,0.08847973973502804,0.21542963987606853
K. pneumoniae,CIP,AMC,NS,52,39,-0.29680912933974063,0.25843623218124173
K. pneumoniae,CIP,AMC,NS,52,40,0.29087164442783126,0.19638771284951176
K. pneumoniae,CIP,AMC,NS,52,41,0.5755385626596129,0.21446609917641057
K. pneumoniae,CIP,AMC,NS,52,42,-0.18775993571327296,0.28584922907976595
K. pneumoniae,CIP,AMC,NS,52,43,-0.4095951710867186,0.2706478788913593
K. pneumoniae,CIP,AMC,NS,52,44,0.309358572267509,0.19638748118932728
K. pneumoniae,CIP,AMC,NS,52,45,0.07361000212451045,0.25241067474707024
K. pneumoniae,CIP,AMC,NS,52,46,0.3613909983960062,0.24263311920257283
K. pneumoniae,CIP,AMC,NS,52,47,0.05525671610037001,0.249092639465844
K. pneumoniae,CIP,AMC,NS,52,48,0.008994866212275989,0.2341255635491457
K. pneumoniae,CIP,AMC,NS,52,49,0.37709607921122407,0.23009543488240708
K. pneumoniae,CIP,AMC,NS,52,50,-0.03853626953226967,0.24721484319409243
K. pneumoniae,CIP,AMC,NS,52,51,0.12317886354403736,0.23359230619760094
K. pneumoniae,CIP,AMC,NS,52,52,0.4042598148133115,0.204388017351579
K. pneumoniae,CIP,AMC,S,52,1,0.04927477768183796,0.055592393943682684
K. pneumoniae,CIP,AMC,S,52,2,-0.032407052905427065,0.05040176007606899
K. pneumoniae,CIP,AMC,S,52,3,0.039375678804593146,0.05668224671702024
K. pneumoniae,CIP,AMC,S,52,4,0.04691248414179412,0.055711199768670734
K. pneumoniae,CIP,AMC,S,52,5,-0.016270847688051492,0.05030353360813189
K. pneumoniae,CIP,AMC,S,52,6,0.0382489446337656,0.05768007927105435
K. pneumoniae,CIP,AMC,S,52,7,-0.01619680486843444,0.05458547327656721
K. pneumoniae,CIP,AMC,S,52,8,0.05845198491378601,0.06041023775681548
K. pneumoniae,CIP,AMC,S,52,9,-0.09623604142279717,0.04376153500902767
K. pneumoniae,CIP,AMC,S,52,10,-0.03641985448847609,0.04788718034382709
K. pneumoniae,CIP,AMC,S,52,11,-0.03158648767439519,0.052099833240037946
K. pneumoniae,CIP,AMC,S,52,12,0.055970964825574246,0.05723541149393446
K. pneumoniae,CIP,AMC,S,52,13,0.016098677898352603,0.05194164550588658
K. pneumoniae,CIP,AMC,S,52,14,0.11447387297846419,0.0617520980041209
K. pneumoniae,CIP,AMC,S,52,15,0.00591887756168408,0.05130377235958454
K. pneumoniae,CIP,AMC,S,52,16,-0.04443411242174105,0.04910546756510492
K. pneumoniae,CIP,AMC,S,52,17,0.020763725398786535,0.05413143752756187
K. pneumoniae,CIP,AMC,S,52,18,-0.04713254923792201,0.047081151601480326
K. pneumoniae,CIP,AMC,S,52,19,-0.005258468227662215,0.04503823625114518
K. pneumoniae,CIP,AMC,S,52,20,0.017436231983301367,0.05012977671812227
K. pneumoniae,CIP,AMC,S,52,21,-0.04969016850908193,0.048034854644981285
K. pneumoniae,CIP,AMC,S,52,22,-0.013114634473698638,0.043888578380387636
K. pneumoniae,CIP,AMC,S,52,23,0.057854746098236896,0.048706752143925613
K. pneumoniae,CIP,AMC,S,52,24,-0.10742263322555769,0.03528837791699329
K. pneumoniae,CIP,AMC,S,52,25,0.0464559933925716,0.046498213708987074
K. pneumoniae,CIP,AMC,S,52,26,0.04935032002007005,0.04636739413089249
K. pneumoniae,CIP,AMC,S,52,27,-0.036608868680778124,0.04248812658803681
K. pneumoniae,CIP,AMC,S,52,28,-0.020390012749051202,0.04139419718855103
K. pneumoniae,CIP,AMC,S,52,29,0.02335932688260888,0.045590454234501525
K. pneumoniae,CIP,AMC,S,52,30,-9.474202761163372e-4,0.04146686899100833
K. pneumoniae,CIP,AMC,S,52,31,0.05208476545017571,0.048330350137200245
K. pneumoniae,CIP,AMC,S,52,32,0.017626121143089566,0.040696638471216316
K. pneumoniae,CIP,AMC,S,52,33,-0.055962280557310416,0.03365411927690868
K. pneumoniae,CIP,AMC,S,52,34,-0.010565370343319282,0.0386118554799221
K. pneumoniae,CIP,AMC,S,52,35,-0.06491013181603397,0.0353586798615663
K. pneumoniae,CIP,AMC,S,52,36,0.07050823222257822,0.04620059244319304
K. pneumoniae,CIP,AMC,S,52,37,-0.015474999028801487,0.038742836488430084
K. pneumoniae,CIP,AMC,S,52,38,-0.004570144947822629,0.041091978080248434
K. pneumoniae,CIP,AMC,S,52,39,-0.035253521355181366,0.03744600832064136
K. pneumoniae,CIP,AMC,S,52,40,0.032008767157445855,0.044951196755835546
K. pneumoniae,CIP,AMC,S,52,41,-0.03606939308216355,0.040516898240000473
K. pneumoniae,CIP,AMC,S,52,42,-0.06054680816700212,0.037546325965289944
K. pneumoniae,CIP,AMC,S,52,43,-0.02718189974373745,0.04212858500852619
K. pneumoniae,CIP,AMC,S,52,44,0.020993656504783593,0.04518588665632902
K. pneumoniae,CIP,AMC,S,52,45,-0.0449286437759397,0.03707346261437381
K. pneumoniae,CIP,AMC,S,52,46,0.019639618719847148,0.04501219325570257
K. pneumoniae,CIP,AMC,S,52,47,0.013176268466407555,0.044748767479597655
K. pneumoniae,CIP,AMC,S,52,48,-0.05615981260264146,0.04239189548848927
K. pneumoniae,CIP,AMC,S,52,49,-0.04263074798770998,0.04063082718228139
K. pneumoniae,CIP,AMC,S,52,50,0.024637463654689256,0.04497804580281856
K. pneumoniae,CIP,AMC,S,52,51,-0.0095586774307645,0.040972634483985214
K. pneumoniae,CIP,AMC,S,52,52,0.12734635088549015,0.06321672197490905
K. pneumoniae,NIT,AMC,NS,52,1,0.1350961180618492,0.27617531580360954
K. pneumoniae,NIT,AMC,NS,52,2,0.04828079442121376,0.18355667854231517
K. pneumoniae,NIT,AMC,NS,52,3,0.6391903196388732,0.2385478343079699
K. pneumoniae,NIT,AMC,NS,52,4,-0.5106621770018787,0.37480066646134635
K. pneumoniae,NIT,AMC,NS,52,5,0.2853584455784731,0.299902181600802
K. pneumoniae,NIT,AMC,NS,52,6,0.2927538064734917,0.2684753656692077
K. pneumoniae,NIT,AMC,NS,52,7,-0.404430814881751,0.3582425875993005
K. pneumoniae,NIT,AMC,NS,52,8,-0.020856525265425533,0.32104839725593454
K. pneumoniae,NIT,AMC,NS,52,9,-0.06568731330926499,0.2491512332858002
K. pneumoniae,NIT,AMC,NS,52,10,0.08463768026406567,0.25359124963369184
K. pneumoniae,NIT,AMC,NS,52,11,0.49050997744395125,0.274156983778557
K. pneumoniae,NIT,AMC,NS,52,12,-0.09438815919777696,0.21043071670262276
K. pneumoniae,NIT,AMC,NS,52,13,0.12164153420951473,0.36228215515512635
K. pneumoniae,NIT,AMC,NS,52,14,0.04099913186842009,0.27875797391026774
K. pneumoniae,NIT,AMC,NS,52,15,0.1156370459259965,0.2907360671975556
K. pneumoniae,NIT,AMC,NS,52,16,-0.25267936388442147,0.4668526561107773
K. pneumoniae,NIT,AMC,NS,52,17,0.47122016999763505,0.20383179471763335
K. pneumoniae,NIT,AMC,NS,52,18,0.0651924380822046,0.2742631584646025
K. pneumoniae,NIT,AMC,NS,52,19,0.15866986332122351,0.32234550511976867
K. pneumoniae,NIT,AMC,NS,52,20,0.32969745676921347,0.31155515603724065
K. pneumoniae,NIT,AMC,NS,52,21,0.04189654616658188,0.25239475862460975
K. pneumoniae,NIT,AMC,NS,52,22,-0.10864498920872845,0.2186551284633511
K. pneumoniae,NIT,AMC,NS,52,23,-0.14875005529777524,0.22108775574758352
K. pneumoniae,NIT,AMC,NS,52,24,0.17186906415748912,0.20411621202962435
K. pneumoniae,NIT,AMC,NS,52,25,-0.17861493670754547,0.2194471195806685
K. pneumoniae,NIT,AMC,NS,52,26,-0.14438475794340802,0.27465523681785586
K. pneumoniae,NIT,AMC,NS,52,27,0.1653264642165917,0.23552950563253636
K. pneumoniae,NIT,AMC,NS,52,28,0.32734715137680676,0.22490640379090493
K. pneumoniae,NIT,AMC,NS,52,29,-0.07287978882479815,0.24105500201648988
K. pneumoniae,NIT,AMC,NS,52,30,-0.013631397778776706,0.23706550467269003
K. pneumoniae,NIT,AMC,NS,52,31,-0.3149500500336962,0.21699372053088975
K. pneumoniae,NIT,AMC,NS,52,32,-0.0953033650166524,0.24848290558285085
K. pneumoniae,NIT,AMC,NS,52,33,0.09706941468465181,0.2227429029959822
K. pneumoniae,NIT,AMC,NS,52,34,-0.4575755388418801,0.2343699566402021
K. pneumoniae,NIT,AMC,NS,52,35,-0.5879110046351357,0.2954415343426716
K. pneumoniae,NIT,AMC,NS,52,36,-0.369716882591137,0.3070238891067243
K. pneumoniae,NIT,AMC,NS,52,37,-0.11084655237728182,0.21646130296458282
K. pneumoniae,NIT,AMC,NS,52,38,-0.044725120439330496,0.2255054281268482
K. pneumoniae,NIT,AMC,NS,52,39,0.017899282798489652,0.24411156578805834
K. pneumoniae,NIT,AMC,NS,52,40,-0.18621663085316995,0.20196890031482737
K. pneumoniae,NIT,AMC,NS,52,41,0.19649754726557525,0.2500749171471952
K. pneumoniae,NIT,AMC,NS,52,42,-0.4853626622093335,0.25614056286491965
K. pneumoniae,NIT,AMC,NS,52,43,-0.33752168539324806,0.30654661370230807
K. pneumoniae,NIT,AMC,NS,52,44,0.2505062714848402,0.2059153718655142
K. pneumoniae,NIT,AMC,NS,52,45,0.15108197513807262,0.2878828632282999
K. pneumoniae,NIT,AMC,NS,52,46,0.03394111172393833,0.3411288515218208
K. pneumoniae,NIT,AMC,NS,52,47,0.08342845137180104,0.27178584540721196
K. pneumoniae,NIT,AMC,NS,52,48,-0.1649906348695029,0.2224512324529142
K. pneumoniae,NIT,AMC,NS,52,49,0.07722535247943826,0.2656848197455847
K. pneumoniae,NIT,AMC,NS,52,50,-0.1489442294152167,0.23552724880341946
K. pneumoniae,NIT,AMC,NS,52,51,-0.21268830469921277,0.29419705258527634
K. pneumoniae,NIT,AMC,NS,52,52,0.40834278602555,0.32733223518348437
K. pneumoniae,NIT,AMC,S,52,1,0.09287777297803666,0.07247240507203959
K. pneumoniae,NIT,AMC,S,52,2,0.06649972472246317,0.06874212561202124
K. pneumoniae,NIT,AMC,S,52,3,-0.0763547642367795,0.07458407578962552
K. pneumoniae,NIT,AMC,S,52,4,0.01611687699114371,0.06952975433396022
K. pneumoniae,NIT,AMC,S,52,5,-0.028059853897953065,0.07483565278961321
K. pneumoniae,NIT,AMC,S,52,6,0.04492484386546062,0.07748764614605362
K. pneumoniae,NIT,AMC,S,52,7,0.07703372952122027,0.073072608953058
K. pneumoniae,NIT,AMC,S,52,8,0.14412792597563592,0.08027810080465388
K. pneumoniae,NIT,AMC,S,52,9,-0.05512911443409505,0.06791922892394336
K. pneumoniae,NIT,AMC,S,52,10,-0.21600856199862276,0.07017894476366296
K. pneumoniae,NIT,AMC,S,52,11,-0.0542227088850151,0.06656503864147748
K. pneumoniae,NIT,AMC,S,52,12,0.056957281801780814,0.06959477239442995
K. pneumoniae,NIT,AMC,S,52,13,-0.08525887041302355,0.07541261096350224
K. pneumoniae,NIT,AMC,S,52,14,0.0034104463204073744,0.072332285645704
K. pneumoniae,NIT,AMC,S,52,15,-0.10095550517869625,0.07897886638852904
K. pneumoniae,NIT,AMC,S,52,16,-0.10331740867352736,0.07470895944914639
K. pneumoniae,NIT,AMC,S,52,17,0.05552453509539335,0.075584714531439
K. pneumoniae,NIT,AMC,S,52,18,-0.12200336425309165,0.06712124686096288
K. pneumoniae,NIT,AMC,S,52,19,-0.0727381541209655,0.06423977069851267
K. pneumoniae,NIT,AMC,S,52,20,-0.03620176944546069,0.0661366408749374
K. pneumoniae,NIT,AMC,S,52,21,0.06177143825873695,0.06727679492529282
K. pneumoniae,NIT,AMC,S,52,22,-0.01913708763344434,0.06460760845508257
K. pneumoniae,NIT,AMC,S,52,23,0.08039518757755296,0.06493882032756675
K. pneumoniae,NIT,AMC,S,52,24,-0.06919900882237529,0.05997741398286351
K. pneumoniae,NIT,AMC,S,52,25,-0.03766575682531744,0.06578375115558635
K. pneumoniae,NIT,AMC,S,52,26,0.017823778287715978,0.05984972663089536
K. pneumoniae,NIT,AMC,S,52,27,-0.13653811922260128,0.06531151877854258
K. pneumoniae,NIT,AMC,S,52,28,-0.024336609996149162,0.065442639556784
K. pneumoniae,NIT,AMC,S,52,29,0.0838833312470421,0.06943481848940027
K. pneumoniae,NIT,AMC,S,52,30,-0.0674634554878855,0.06195973787826738
K. pneumoniae,NIT,AMC,S,52,31,0.03230097212606777,0.06792067015003966
K. pneumoniae,NIT,AMC,S,52,32,0.016839836524373573,0.06091438444972347
K. pneumoniae,NIT,AMC,S,52,33,-0.02845367691315856,0.05735919434775576
K. pneumoniae,NIT,AMC,S,52,34,0.0809885222618814,0.06180602546909223
K. pneumoniae,NIT,AMC,S,52,35,-0.050137459687535677,0.058616791540338935
K. pneumoniae,NIT,AMC,S,52,36,0.03045358784496182,0.059422480478043486
K. pneumoniae,NIT,AMC,S,52,37,0.021369117299862857,0.05277390563600562
K. pneumoniae,NIT,AMC,S,52,38,0.044235016413715175,0.06383593699397791
K. pneumoniae,NIT,AMC,S,52,39,0.10151087969224407,0.057686057341686484
K. pneumoniae,NIT,AMC,S,52,40,-0.07087073669515372,0.06197741075615472
K. pneumoniae,NIT,AMC,S,52,41,-0.015643397002492627,0.0703915869329877
K. pneumoniae,NIT,AMC,S,52,42,-0.050919276526660055,0.0587423693514354
K. pneumoniae,NIT,AMC,S,52,43,0.013517387135480884,0.06276413188007608
K. pneumoniae,NIT,AMC,S,52,44,0.08291664088527362,0.06544374360840416
K. pneumoniae,NIT,AMC,S,52,45,0.02528798433447424,0.06017720939525112
K. pneumoniae,NIT,AMC,S,52,46,0.07608650805805685,0.06483425091075624
K. pneumoniae,NIT,AMC,S,52,47,0.026688929224860037,0.06137570736949189
K. pneumoniae,NIT,AMC,S,52,48,0.05563076311431875,0.062338060009164836
K. pneumoniae,NIT,AMC,S,52,49,-0.10406070871311388,0.05551242501959615
K. pneumoniae,NIT,AMC,S,52,50,0.12132617830890742,0.060957508229793796
K. pneumoniae,NIT,AMC,S,52,51,0.08342050491209277,0.06601578306570828
