organism,drug_code,drug_name,drug_class,period,t,mean_deviate,sem
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,26,0.024653660559554556,0.05538625162019818
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,27,-0.0689540947391886,0.06410188887673737
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,28,-0.015480180726066193,0.05939641860813809
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,29,-0.012104336745071151,0.06158449656236882
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,30,-0.06974314986144689,0.05441762565056644
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,31,-0.0012619602134424808,0.05961397437253095
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,32,-0.05494551651026178,0.05463509503939262
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,33,-0.019225400432928003,0.053518477685091756
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,34,-0.02153018487346066,0.05488923682609138
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,35,-0.11368308110932908,0.05352568431608541
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,36,-0.017928709319865833,0.05513217726750748
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,37,0.023646061566057797,0.048598943561769775
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,38,0.014733967242332495,0.055666596786375984
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,39,0.11643062395023555,0.0548147506588044
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,40,-0.04656114376346536,0.05709231768138184
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,41,0.004210478309734498,0.06159877898812035
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,42,-0.07930650011440828,0.05193401560929406
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,43,-0.029111476153072437,0.0582652704950471
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,44,0.09490578378629967,0.06065163594790601
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,45,0.038964472107345334,0.058011706683598493
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,46,0.05363008830364747,0.056768865898272534
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,47,0.06108198275233197,0.06183055117758878
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,48,0.04176638178265391,0.05661128342070152
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,49,-0.1256521567129453,0.05176355013632215
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,50,0.08920899137705761,0.056344371560323694
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,51,0.040771711991705505,0.060293621195528904
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,52,52,0.08148493594280903,0.07270435263224326
S. aureus,CIP,Ciprofloxacin,Quinolones,52,1,0.07173123909489622,0.06510647329102498
S. aureus,CIP,Ciprofloxacin,Quinolones,52,2,0.06282514011064105,0.06124920007272961
S. aureus,CIP,Ciprofloxacin,Quinolones,52,3,0.08893023132667226,0.06340545677478586
S. aureus,CIP,Ciprofloxacin,Quinolones,52,4,0.009555035157523295,0.06075563175217128
S. aureus,CIP,Ciprofloxacin,Quinolones,52,5,0.026203540918407632,0.06333545753045094
S. aureus,CIP,Ciprofloxacin,Quinolones,52,6,0.030902242775699973,0.063080658994082
S. aureus,CIP,Ciprofloxacin,Quinolones,52,7,0.04594414299791245,0.06366705193677727
S. aureus,CIP,Ciprofloxacin,Quinolones,52,8,0.18152960604572002,0.06256055147049584
S. aureus,CIP,Ciprofloxacin,Quinolones,52,9,-0.018720883916757355,0.06326159248168671
S. aureus,CIP,Ciprofloxacin,Quinolones,52,10,0.08669942684823022,0.06148593570541846
S. aureus,CIP,Ciprofloxacin,Quinolones,52,11,0.10158331963893902,0.06260473473973437
S. aureus,CIP,Ciprofloxacin,Quinolones,52,12,0.1663209677979632,0.06335988246731257
S. aureus,CIP,Ciprofloxacin,Quinolones,52,13,0.016962223001544506,0.0626384956249836
S. aureus,CIP,Ciprofloxacin,Quinolones,52,14,-0.061984726824284846,0.061873436367278434
S. aureus,CIP,Ciprofloxacin,Quinolones,52,15,-0.022120185428400573,0.06163851389385717
S. aureus,CIP,Ciprofloxacin,Quinolones,52,16,0.005133483448784195,0.06341659930031987
S. aureus,CIP,Ciprofloxacin,Quinolones,52,17,0.11931380437631182,0.06401504445939132
S. aureus,CIP,Ciprofloxacin,Quinolones,52,18,0.043858345301813303,0.06020328975856806
S. aureus,CIP,Ciprofloxacin,Quinolones,52,19,0.06141398015587735,0.05976051055754973
S. aureus,CIP,Ciprofloxacin,Quinolones,52,20,-0.02324872740004682,0.06101390651454477
S. aureus,CIP,Ciprofloxacin,Quinolones,52,21,-0.08776326380881536,0.059364352583221175
S. aureus,CIP,Ciprofloxacin,Quinolones,52,22,-0.02898982858471363,0.060983778763536396
S. aureus,CIP,Ciprofloxacin,Quinolones,52,23,-0.026552260144326285,0.05772065052507837
S. aureus,CIP,Ciprofloxacin,Quinolones,52,24,-0.09625487249662998,0.05860128201097354
S. aureus,CIP,Ciprofloxacin,Quinolones,52,25,-0.04737420477421276,0.05994849598917822
S. aureus,CIP,Ciprofloxacin,Quinolones,52,26,-0.07701753454126829,0.05586191979933158
S. aureus,CIP,Ciprofloxacin,Quinolones,52,27,-0.022356012874960713,0.060794356896816025
S. aureus,CIP,Ciprofloxacin,Quinolones,52,28,-0.03457732396779054,0.05646565205659889
S. aureus,CIP,Ciprofloxacin,Quinolones,52,29,7.079377321840398e-4,0.05690223658509555
S. aureus,CIP,Ciprofloxacin,Quinolones,52,30,-0.03473941136966324,0.054409773098500216
S. aureus,CIP,Ciprofloxacin,Quinolones,52,31,-0.05694884512139307,0.05605277193056788
S. aureus,CIP,Ciprofloxacin,Quinolones,52,32,-0.09314330379828628,0.05466017107493476
S. aureus,CIP,Ciprofloxacin,Quinolones,52,33,-0.032721427042905635,0.05584142532630592
S. aureus,CIP,Ciprofloxacin,Quinolones,52,34,-0.17777682979468687,0.05472088680455594
S. aureus,CIP,Ciprofloxacin,Quinolones,52,35,0.029429526678909412,0.059883485415106026
S. aureus,CIP,Ciprofloxacin,Quinolones,52,36,-0.13432232069685718,0.05538242784311681
S. aureus,CIP,Ciprofloxacin,Quinolones,52,37,-0.013621327274757771,0.05491972709047152
S. aureus,CIP,Ciprofloxacin,Quinolones,52,38,-0.015318040782853017,0.05625371777451037
S. aureus,CIP,Ciprofloxacin,Quinolones,52,39,-0.03556555814444767,0.05649035274636219
S. aureus,CIP,Ciprofloxacin,Quinolones,52,40,-0.0169735523177679,0.058296779447712006
S. aureus,CIP,Ciprofloxacin,Quinolones,52,41,-0.13277862241147673,0.05736632284773755
S. aureus,CIP,Ciprofloxacin,Quinolones,52,42,-0.05467393541480186,0.055955060766539375
S. aureus,CIP,Ciprofloxacin,Quinolones,52,43,-0.018690515686757524,0.057064539961734786
S. aureus,CIP,Ciprofloxacin,Quinolones,52,44,-0.02142087813950501,0.0579226263349748
S. aureus,CIP,Ciprofloxacin,Quinolones,52,45,0.048333174798548983,0.05901516242196297
S. aureus,CIP,Ciprofloxacin,Quinolones,52,46,-5.991217616269949e-4,0.05726980502806965
S. aureus,CIP,Ciprofloxacin,Quinolones,52,47,-0.03914267706794525,0.061382186388357
S. aureus,CIP,Ciprofloxacin,Quinolones,52,48,0.028974924304232045,0.06076325864407695
S. aureus,CIP,Ciprofloxacin,Quinolones,52,49,0.07730840600565589,0.05949800309917151
S. aureus,CIP,Ciprofloxacin,Quinolones,52,50,0.027058354896877062,0.05935241884030669
S. aureus,CIP,Ciprofloxacin,Quinolones,52,51,-0.015482364013002254,0.0585077797836447
S. aureus,CIP,Ciprofloxacin,Quinolones,52,52,0.08827260212275793,0.06639352070397332
S. aureus,ERY,Erythromycin,Macrolides,52,1,0.10551195996474325,0.08614307164453663
S. aureus,ERY,Erythromycin,Macrolides,52,2,-0.018552884265616215,0.0814143427658517
S. aureus,ERY,Erythromycin,Macrolides,52,3,0.10899810394486358,0.08463111791178725
S. aureus,ERY,Erythromycin,Macrolides,52,4,-0.03166283672606444,0.08169953400397464
S. aureus,ERY,Erythromycin,Macrolides,52,5,0.05185470134091838,0.08456506237237009
S. aureus,ERY,Erythromycin,Macrolides,52,6,-0.060061021514033655,0.0849932018768441
S. aureus,ERY,Erythromycin,Macrolides,52,7,0.03156682251008506,0.08446120451431215
S. aureus,ERY,Erythromycin,Macrolides,52,8,0.1393598362919832,0.0818739325736607
S. aureus,ERY,Erythromycin,Macrolides,52,9,-0.050787743001526955,0.08592830997941434
S. aureus,ERY,Erythromycin,Macrolides,52,10,0.1601207660403127,0.0824326976487898
S. aureus,ERY,Erythromycin,Macrolides,52,11,0.1644393305343059,0.08239967654447793
S. aureus,ERY,Erythromycin,Macrolides,52,12,0.0841284541268939,0.08303939774302554
S. aureus,ERY,Erythromycin,Macrolides,52,13,-0.02762215043353774,0.08495598074264842
S. aureus,ERY,Erythromycin,Macrolides,52,14,-0.06889287230774145,0.08545532695775881
S. aureus,ERY,Erythromycin,Macrolides,52,15,0.06504401947221905,0.08387371973345409
S. aureus,ERY,Erythromycin,Macrolides,52,16,-0.053251238931922615,0.08561004552355418
S. aureus,ERY,Erythromycin,Macrolides,52,17,0.2002345715807863,0.08363864495885825
S. aureus,ERY,Erythromycin,Macrolides,52,18,0.01246054830927576,0.08076554755159317
S. aureus,ERY,Erythromycin,Macrolides,52,19,0.04716810806650749,0.08019217624024289
S. aureus,ERY,Erythromycin,Macrolides,52,20,-0.14510744342455775,0.08245639552062577
S. aureus,ERY,Erythromycin,Macrolides,52,21,0.023141413264814812,0.08155622588431048
S. aureus,ERY,Erythromycin,Macrolides,52,22,-0.03504490994189038,0.08326268031420753
S. aureus,ERY,Erythromycin,Macrolides,52,23,-0.05548113570462493,0.07834288550297587
S. aureus,ERY,Erythromycin,Macrolides,52,24,-0.18244375435364948,0.08094067298798693
S. aureus,ERY,Erythromycin,Macrolides,52,25,-0.12643599939375036,0.08184185690183965
S. aureus,ERY,Erythromycin,Macrolides,52,26,-0.14061910530005736,0.07743953163348204
S. aureus,ERY,Erythromycin,Macrolides,52,27,-0.07745029166099726,0.08231474553152228
S. aureus,ERY,Erythromycin,Macrolides,52,28,0.07386661965124165,0.07726251568505757
S. aureus,ERY,Erythromycin,Macrolides,52,29,0.08516141298632889,0.07726953426035336
S. aureus,ERY,Erythromycin,Macrolides,52,30,0.028269365170891552,0.07515037380357768
S. aureus,ERY,Erythromycin,Macrolides,52,31,-0.14054383210813545,0.07695456065503913
S. aureus,ERY,Erythromycin,Macrolides,52,32,-0.1267663209553749,0.076151210111795
S. aureus,ERY,Erythromycin,Macrolides,52,33,0.022082885121942307,0.07643181498364554
S. aureus,ERY,Erythromycin,Macrolides,52,34,-0.11193170070496249,0.07820757710549282
S. aureus,ERY,Erythromycin,Macrolides,52,35,-0.005172360211688559,0.08087869678827664
S. aureus,ERY,Erythromycin,Macrolides,52,36,-0.09565408802357045,0.07771183049388489
S. aureus,ERY,Erythromycin,Macrolides,52,37,0.09840464519309967,0.07508892387365976
S. aureus,ERY,Erythromycin,Macrolides,52,38,0.01230241596377864,0.07606855054409707
S. aureus,ERY,Erythromycin,Macrolides,52,39,-0.012628746245081928,0.07754757344018069
S. aureus,ERY,Erythromycin,Macrolides,52,40,-0.08862257075131239,0.07922336828832273
S. aureus,ERY,Erythromycin,Macrolides,52,41,-0.017087546619026287,0.08063524218773105
S. aureus,ERY,Erythromycin,Macrolides,52,42,0.014034558543331447,0.07698188819102271
S. aureus,ERY,Erythromycin,Macrolides,52,43,-0.056341238717179457,0.07796322741564003
S. aureus,ERY,Erythromycin,Macrolides,52,44,-0.11722418784034978,0.07931295599328804
S. aureus,ERY,Erythromycin,Macrolides,52,45,0.03021781439439006,0.0794043968448225
S. aureus,ERY,Erythromycin,Macrolides,52,46,0.04408657094672126,0.07805771660177499
S. aureus,ERY,Erythromycin,Macrolides,52,47,0.10409996908974468,0.08514506820110417
S. aureus,ERY,Erythromycin,Macrolides,52,48,-0.023598454491550094,0.08223457095473116
S. aureus,ERY,Erythromycin,Macrolides,52,49,-0.014090763967961583,0.08011138987517424
S. aureus,ERY,Erythromycin,Macrolides,52,50,0.14222805792590865,0.08129052623793036
S. aureus,ERY,Erythromycin,Macrolides,52,51,-0.1227423814577264,0.07978637668386498
S. aureus,ERY,Erythromycin,Macrolides,52,52,0.14738819281450588,0.08828573599255721
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,1,0.020211270876773175,0.021541855552425368
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,2,-0.00791977089708393,0.019517670740280213
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,3,0.01153968913428282,0.020426608589001923
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,4,0.02526378111331519,0.019408372846404977
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,5,0.03075229981699471,0.020669678946794133
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,6,0.023596562185623095,0.02069289918843891
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,7,0.0457611373260092,0.02066287230416085
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,8,0.00430684645314673,0.02002969155440974
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,9,-1.5384316517574046e-4,0.020137053365574094
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,10,0.03832533015918253,0.01960375341763195
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,11,0.06631368127894705,0.02012461103511923
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,12,0.037483731344231344,0.020490624663119128
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,13,0.013466968869668047,0.021192412979477094
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,14,0.08397886291763196,0.02051566579652451
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,15,0.009478143025060098,0.01984601934994914
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,16,0.07614770880449763,0.020895419314534217
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,17,0.025744901129681072,0.020443794864291903
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,18,0.0013535159688073581,0.020102847418399256
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,19,-0.003461831360385467,0.019280436465953957
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,20,-0.010274982773706899,0.01963782879584615
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,21,-0.008966548821691771,0.022517184472344513
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,22,-0.023045080385843898,0.019541348450922234
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,23,0.02706147987588094,0.01855219810780878
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,24,-0.04192185801342388,0.019311657988661374
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,25,-0.012847697243651758,0.02063454592938126
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,26,-0.06490975101677601,0.01842580017674731
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,27,-0.08727918119191448,0.020393834418422182
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,28,-0.0389418548296383,0.018493708339932875
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,29,-0.03454575377076707,0.018654124367599202
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,30,-0.00370697274955724,0.018420330258781505
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,31,0.005604724679577109,0.01940944758490197
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,32,-0.06454386652397814,0.017975285794560016
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,33,-0.035433688996238485,0.018752914308567164
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,34,-0.030110693038440876,0.019690532137827704
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,35,-0.09916814434849325,0.019549319040321148
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,36,-0.06272081107336587,0.018723323936958094
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,37,4.962786686184837e-4,0.01799198528477492
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,38,0.010742807232998352,0.018040158044536774
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,39,0.012696654918568227,0.019303116542177978
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,40,0.050326598869910116,0.01987047511807947
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,41,0.0212183666595205,0.019809698120407355
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,42,-0.022898400921111676,0.018739615564390816
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,43,-0.029371389947873337,0.01889624328566024
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,44,-0.011355116152962112,0.01993720774316892
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,45,0.013450526534250487,0.01894563682757419
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,46,0.0016932174728106484,0.020113703080490233
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,47,-0.00396648074860508,0.020450196919803296
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,48,0.05264237754504878,0.020141844241029303
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,49,0.05298389976653775,0.01962331083080887
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,50,0.015863949562860434,0.019537976054454027
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,51,-0.07289772377922597,0.019026954817116495
S. aureus,NIT,Nitrofurantoin,Nitrofurans,52,52,-0.01851910672740161,0.021082425302645348
S. aureus,OXA,Oxacillin,Penicillins,52,1,0.07473049162653991,0.061049604834018126
S. aureus,OXA,Oxacillin,Penicillins,52,2,0.00981841384729396,0.05723337240627551
S. aureus,OXA,Oxacillin,Penicillins,52,3,0.1269155994081041,0.05972760101915469
S. aureus,OXA,Oxacillin,Penicillins,52,4,-0.04553516444704404,0.056325969483453815
S. aureus,OXA,Oxacillin,Penicillins,52,5,0.032492646924507325,0.059258794911695514
S. aureus,OXA,Oxacillin,Penicillins,52,6,-0.014545917693987486,0.06009843659024241
S. aureus,OXA,Oxacillin,Penicillins,52,7,0.007613843016876186,0.06013853361540711
S. aureus,OXA,Oxacillin,Penicillins,52,8,0.032271897562086746,0.05818091724953053
S. aureus,OXA,Oxacillin,Penicillins,52,9,0.027379948301178635,0.06074835122602288
S. aureus,OXA,Oxacillin,Penicillins,52,10,0.03414615207666671,0.057594924408682455
S. aureus,OXA,Oxacillin,Penicillins,52,11,0.07182220264448806,0.05862250603960535
S. aureus,OXA,Oxacillin,Penicillins,52,12,-0.019763632002890774,0.058395759424572306
S. aureus,OXA,Oxacillin,Penicillins,52,13,-0.008229538567890837,0.06017655549931322
S. aureus,OXA,Oxacillin,Penicillins,52,14,-0.038192446577486626,0.05958321499892065
S. aureus,OXA,Oxacillin,Penicillins,52,15,0.023202201501900842,0.05942343477035601
S. aureus,OXA,Oxacillin,Penicillins,52,16,-0.057966134091797995,0.059954567931754195
S. aureus,OXA,Oxacillin,Penicillins,52,17,0.1568356981545101,0.060188975406880514
S. aureus,OXA,Oxacillin,Penicillins,52,18,0.01678721361819146,0.05633773301989431
S. aureus,OXA,Oxacillin,Penicillins,52,19,0.0066088920048483525,0.056437291462324644
S. aureus,OXA,Oxacillin,Penicillins,52,20,-0.027044124289526846,0.05686721268430528
S. aureus,OXA,Oxacillin,Penicillins,52,21,-0.09831815952962746,0.05561214305697418
S. aureus,OXA,Oxacillin,Penicillins,52,22,-0.08013344943843169,0.057709632919357094
S. aureus,OXA,Oxacillin,Penicillins,52,23,-0.03623418443296018,0.05503842509036407
S. aureus,OXA,Oxacillin,Penicillins,52,24,-0.021268675648138176,0.057149979260648125
S. aureus,OXA,Oxacillin,Penicillins,52,25,-0.06770117844866941,0.05736882862859653
S. aureus,OXA,Oxacillin,Penicillins,52,26,-0.12341500607280612,0.05351162392061494
S. aureus,OXA,Oxacillin,Penicillins,52,27,-0.023449146841436206,0.057468971712143775
S. aureus,OXA,Oxacillin,Penicillins,52,28,0.022858272117794592,0.053700405290281826
S. aureus,OXA,Oxacillin,Penicillins,52,29,0.053714289122176274,0.054013493311931275
S. aureus,OXA,Oxacillin,Penicillins,52,30,0.028208398007116685,0.05253069187469565
S. aureus,OXA,Oxacillin,Penicillins,52,31,0.01997134395013865,0.05381199173712263
S. aureus,OXA,Oxacillin,Penicillins,52,32,-0.060626478161946794,0.052501749478930146
S. aureus,OXA,Oxacillin,Penicillins,52,33,-0.029977696038413458,0.052520754783590994
S. aureus,OXA,Oxacillin,Penicillins,52,34,-0.0965239209986248,0.05273663871731667
S. aureus,OXA,Oxacillin,Penicillins,52,35,-0.04620071939830298,0.056892133672576006
S. aureus,OXA,Oxacillin,Penicillins,52,36,-0.025294773333820648,0.0530089587858651
S. aureus,OXA,Oxacillin,Penicillins,52,37,0.12962223654784005,0.05166349335755553
S. aureus,OXA,Oxacillin,Penicillins,52,38,-0.05067467770755731,0.05304828401212033
S. aureus,OXA,Oxacillin,Penicillins,52,39,0.003257697058764855,0.05302088820221113
S. aureus,OXA,Oxacillin,Penicillins,52,40,-0.0682646487334802,0.053984800454451164
S. aureus,OXA,Oxacillin,Penicillins,52,41,-0.04765693108138536,0.05513150886348182
S. aureus,OXA,Oxacillin,Penicillins,52,42,-0.04687716809535972,0.05311320030775923
S. aureus,OXA,Oxacillin,Penicillins,52,43,2.5076866277594617e-4,0.053749119402430164
S. aureus,OXA,Oxacillin,Penicillins,52,44,-0.016668935933231408,0.05417835046715389
S. aureus,OXA,Oxacillin,Penicillins,52,45,-0.010563468416655,0.055070251873827886
S. aureus,OXA,Oxacillin,Penicillins,52,46,0.021212093567655285,0.05322335114805729
S. aureus,OXA,Oxacillin,Penicillins,52,47,0.1458067299032258,0.0597538353030729
S. aureus,OXA,Oxacillin,Penicillins,52,48,-0.05232879765256243,0.05528024544685433
S. aureus,OXA,Oxacillin,Penicillins,52,49,0.08383578164517054,0.054657606785213225
S. aureus,OXA,Oxacillin,Penicillins,52,50,0.05708429876592376,0.056691187456375094
S. aureus,OXA,Oxacillin,Penicillins,52,51,-0.10308969097830448,0.05375029099296867
S. aureus,OXA,Oxacillin,Penicillins,52,52,0.14681572406131244,0.061682670492153854
